county,Date,time_to_outbreak,event,hazard_score,risk_percentile
waukegan,2024-10-01,12.0,0,7157.250565595472,78.71376811594203
charlotte_amalie,2024-10-01,12.0,0,7157.250565595472,78.71376811594203
denver,2024-09-01,12.0,0,7105.657323482832,78.33546462063086
san_francisco,2024-07-01,12.0,0,6933.814645500814,78.32480818414322
washington,2024-11-01,12.0,0,6909.7810134816655,78.31415174765559
fort_lauderdale,2024-11-01,12.0,0,6900.7424764336765,78.30349531116795
boston,2024-05-01,12.0,0,6886.4895154100595,78.2928388746803
agana,2024-09-01,12.0,0,6849.55144299638,78.28218243819268
houston,2024-06-01,12.0,0,6829.631511398204,78.27152600170503
detroit,2024-09-01,12.0,0,6826.987703862978,78.26086956521739
fort_lauderdale,2024-05-01,12.0,0,6765.888658715661,78.25021312872975
minneapolis,2024-09-01,12.0,0,6744.352105245381,78.23955669224212
las_vegas,2024-05-01,12.0,0,6680.8809643187515,78.22890025575447
philadelphia,2024-09-01,12.0,0,6627.702162388546,78.21824381926685
charlotte,2024-09-01,12.0,0,6615.354243908219,78.2075873827792
phoenix,2024-09-01,12.0,0,6594.061484046204,78.19693094629156
las_vegas,2024-11-01,12.0,0,6499.320382078788,78.18627450980392
tampa,2024-09-01,12.0,0,6465.755393824315,78.17561807331627
atlanta,2024-06-01,12.0,0,6431.994900308876,78.16496163682865
seattle,2024-05-01,12.0,0,6431.460350512038,78.154305200341
san_francisco,2024-08-01,12.0,0,6420.046760710544,78.14364876385336
san_diego,2024-09-01,12.0,0,6383.793210681862,78.13299232736573
nashville,2024-09-01,12.0,0,6381.724110106833,78.12233589087809
washington,2024-06-01,12.0,0,6362.229107386045,78.11167945439045
austin,2024-09-01,12.0,0,6341.944897070225,78.10102301790282
salt_lake_city,2024-09-01,12.0,0,6337.537965466538,78.09036658141517
dallas,2024-06-01,12.0,0,6336.370114868598,78.07971014492753
san_antonio,2024-09-01,12.0,0,6332.922448810884,78.0690537084399
boston,2024-11-01,12.0,0,6321.517777953945,78.05839727195226
portland,2024-09-01,12.0,0,6313.115406207137,78.04774083546462
melbourne,2024-09-01,12.0,0,6309.424302618111,78.03708439897699
saipan,2024-09-01,12.0,0,6307.554967262985,78.02642796248934
san_juan,2024-09-01,12.0,0,6287.533080178886,78.01577152600171
oakland,2024-09-01,12.0,0,6286.454521085973,78.00511508951406
orlando,2024-06-01,12.0,0,6254.124873144836,77.99445865302643
raleigh,2024-09-01,12.0,0,6251.68295612848,77.98380221653879
san_jose,2024-09-01,12.0,0,6244.040835302092,77.97314578005115
baltimore,2024-09-01,12.0,0,6215.351745369396,77.96248934356352
fresno,2024-09-01,12.0,0,6214.721709487674,77.95183290707587
ontario,2024-09-01,12.0,0,6208.0928979949385,77.94117647058823
sacramento,2024-09-01,12.0,0,6202.783884192683,77.9305200341006
laguna_beach,2024-09-01,12.0,0,6201.892581233968,77.91986359761296
honolulu,2024-11-01,12.0,0,6197.941701313263,77.90920716112531
new_orleans,2024-09-01,12.0,0,6195.208439468076,77.89855072463769
anchorage,2024-09-01,12.0,0,6175.955953028241,77.88789428815004
palm_springs,2024-09-01,12.0,0,6174.9171701000505,77.8772378516624
cincinnati,2024-09-01,12.0,0,6170.371971094998,77.86658141517476
kahului,2024-09-01,12.0,0,6166.5994551263175,77.85592497868713
fort_myers,2024-09-01,12.0,0,6165.129554615543,77.84526854219949
pittsburgh,2024-09-01,12.0,0,6162.602694486528,77.83461210571186
st._louis,2024-09-01,12.0,0,6156.07062128785,77.8239556692242
newburgh,2024-09-01,12.0,0,6149.929112579861,77.81329923273658
cleveland,2024-09-01,12.0,0,6147.182498277652,77.80264279624893
teterboro,2024-09-01,12.0,0,6144.190701909388,77.7919863597613
hartford,2024-09-01,12.0,0,6143.198322358087,77.78132992327366
mcallen,2024-09-01,12.0,0,6143.1230449334225,77.77067348678602
reno,2024-09-01,12.0,0,6142.83563052401,77.76001705029839
columbus,2024-09-01,12.0,0,6140.605204464319,77.74936061381074
kansas_city,2024-09-01,12.0,0,6136.789360607714,77.7387041773231
charleston,2024-09-01,12.0,0,6133.556640259457,77.72804774083546
indianapolis,2024-09-01,12.0,0,6133.2355116035915,77.71739130434783
west_palm_beach,2024-09-01,12.0,0,6131.240791094204,77.70673486786018
brownsville,2024-09-01,12.0,0,6130.871975511147,77.69607843137256
laredo,2024-09-01,12.0,0,6130.182213324688,77.6854219948849
bullhead_city,2024-09-01,12.0,0,6129.792975852197,77.67476555839727
atlantic_city,2024-09-01,12.0,0,6128.632238930746,77.66410912190963
white_plains,2024-09-01,12.0,0,6128.495696096994,77.653452685422
st._thomas_island,2024-09-01,12.0,0,6126.836943669225,77.64279624893436
windsor_locks,2024-09-01,12.0,0,6126.611715621547,77.63213981244672
tuscon,2024-09-01,12.0,0,6126.393320573261,77.62148337595907
vail,2024-09-01,12.0,0,6125.908784358594,77.61082693947145
fairbanks,2024-09-01,12.0,0,6125.854191131076,77.6001705029838
kendall-tamiami,2024-09-01,12.0,0,6125.690414367667,77.58951406649616
bedford,2024-09-01,12.0,0,6125.669942580117,77.57885763000853
memphis,2024-09-01,12.0,0,6125.6358230862415,77.56820119352089
riverside,2024-09-01,12.0,0,6125.628999210267,77.55754475703324
el_paso,2024-09-01,12.0,0,6125.424286465877,77.54688832054562
van_nuys,2024-09-01,12.0,0,6125.383344737957,77.53623188405797
nome,2024-09-01,12.0,0,6125.376521143251,77.52557544757033
alexandria,2024-09-01,12.0,0,6125.096760304679,77.5149190110827
burlington,2024-09-01,12.0,0,6125.062644003372,77.50426257459505
scottsdale,2024-09-01,12.0,0,6125.042174313804,77.49360613810742
camp_springs,2024-09-01,12.0,0,6124.973942509291,77.48294970161977
jacksonville,2024-09-01,12.0,0,6124.830658193917,77.47229326513214
bangor,2024-09-01,12.0,0,6124.707845734304,77.4616368286445
buffalo,2024-09-01,12.0,0,6124.701022892084,77.45098039215686
norfolk,2024-09-01,12.0,0,6124.680554411038,77.44032395566921
south_bend,2024-09-01,12.0,0,6124.67373159922,77.42966751918159
greenville,2024-09-01,12.0,0,6124.660085998397,77.41901108269394
midland,2024-09-01,12.0,0,6124.591858450276,77.4083546462063
conroe,2024-09-01,12.0,0,6124.578213031864,77.39769820971867
aguadilla,2024-09-01,12.0,0,6124.571390334053,77.38704177323103
bellingham,2024-09-01,12.0,0,6124.509986395803,77.3763853367434
sugar_land,2024-09-01,12.0,0,6124.503163773996,77.36572890025576
pontiac,2024-09-01,12.0,0,6124.469050778974,77.35507246376811
carlsbad,2024-09-01,12.0,0,6124.448583073168,77.34441602728049
everett,2024-09-01,12.0,0,6124.441760519763,77.33375959079284
rochester,2024-09-01,12.0,0,6124.42129290516,77.3231031543052
kalispell,2024-09-01,12.0,0,6124.394002858756,77.31244671781756
fargo,2024-09-01,12.0,0,6124.38035788116,77.30179028132991
great_falls,2024-09-01,12.0,0,6124.366712933954,77.29113384484229
raleigh-durham,2024-09-01,12.0,0,6124.359890471752,77.28047740835464
richmond,2024-09-01,12.0,0,6124.339423130755,77.269820971867
rogers,2024-09-01,12.0,0,6124.325778274761,77.25916453537937
lexington_ky,2024-09-01,12.0,0,6124.318955858159,77.23785166240408
broomdield-co,2024-09-01,12.0,0,6124.318955858159,77.23785166240408
friday_harbor,2024-09-01,12.0,0,6124.318955858159,77.23785166240408
sarasota,2024-09-01,12.0,0,6124.312133449157,77.21653878942881
boca_raton,2024-09-01,12.0,0,6124.305311047755,77.19522591645354
toledo,2024-09-01,12.0,0,6124.305311047755,77.19522591645354
north_bend,2024-09-01,12.0,0,6124.305311047755,77.19522591645354
addison,2024-09-01,12.0,0,6124.27802151817,77.16858482523445
roanoke,2024-09-01,12.0,0,6124.27802151817,77.16858482523445
greensboro,2024-09-01,12.0,0,6124.264376798967,77.14194373401536
savannah,2024-09-01,12.0,0,6124.264376798967,77.14194373401536
providence,2024-09-01,12.0,0,6124.264376798967,77.14194373401536
colorado_springs,2024-09-01,12.0,0,6124.250732110174,77.12063086104007
omaha,2024-09-01,12.0,0,6124.237087451771,77.10997442455243
erie,2024-09-01,12.0,0,6124.223442823778,77.09931798806478
west_hampton_beach,2024-09-01,12.0,0,6124.216620521176,77.08866155157715
wilmington,2024-09-01,12.0,0,6124.1961536589815,77.07800511508951
kona,2024-09-01,12.0,0,6124.1893313867795,77.06734867860187
vail:eagle,2024-09-01,12.0,0,6124.182509122177,77.05669224211424
minot,2024-09-01,12.0,0,6124.175686865186,77.04070758738278
dallas-fort_worth,2024-09-01,12.0,0,6124.175686865186,77.04070758738278
boise,2024-09-01,12.0,0,6124.168864615784,77.01939471440751
sioux_falls,2024-09-01,12.0,0,6124.168864615784,77.01939471440751
aspen,2024-09-01,12.0,0,6124.162042373981,77.00341005967604
knoxville,2024-09-01,12.0,0,6124.155220139779,76.9927536231884
naples,2024-09-01,12.0,0,6124.114286894183,76.97144075021313
bozeman,2024-09-01,12.0,0,6124.114286894183,76.97144075021313
barnstable,2024-09-01,12.0,0,6124.114286894183,76.97144075021313
pensacola,2024-09-01,12.0,0,6124.100642539775,76.95012787723785
wichita,2024-09-01,12.0,0,6124.093820373982,76.93947144075022
kenmore,2024-09-01,12.0,0,6124.080176065174,76.91815856777494
spokane,2024-09-01,12.0,0,6124.080176065174,76.91815856777494
stuart,2024-09-01,12.0,0,6124.080176065174,76.91815856777494
grand_rapids,2024-09-01,12.0,0,6124.073353922181,76.89684569479965
santa_teresa,2024-09-01,12.0,0,6124.066531786776,76.88618925831202
allentown,2024-09-01,12.0,0,6124.059709658971,76.87020460358056
west_chicago,2024-09-01,12.0,0,6124.059709658971,76.87020460358056
harrisburg,2024-09-01,12.0,0,6124.052887538765,76.8542199488491
green_bay,2024-09-01,12.0,0,6124.046065426171,76.83290707587382
islip,2024-09-01,12.0,0,6124.046065426171,76.83290707587382
peoria,2024-09-01,12.0,0,6124.046065426171,76.83290707587382
grant_county_airport,2024-09-01,12.0,0,6124.0392433211655,76.80626598465473
chicago-wheeling,2024-09-01,12.0,0,6124.0392433211655,76.80626598465473
portsmouth,2024-09-01,12.0,0,6124.032421223759,76.77962489343564
st._petersburg,2024-09-01,12.0,0,6124.032421223759,76.77962489343564
des_moines,2024-09-01,12.0,0,6124.032421223759,76.77962489343564
albany,2024-09-01,12.0,0,6124.018777051758,76.75298380221653
san_bernardino,2024-09-01,12.0,0,6124.018777051758,76.75298380221653
ketchikan,2024-09-01,12.0,0,6124.011954977151,76.73699914748508
international_falls,2024-09-01,12.0,0,6124.005132910143,76.7156862745098
angleton,2024-09-01,12.0,0,6124.005132910143,76.7156862745098
hillsboro,2024-09-01,12.0,0,6124.005132910143,76.7156862745098
port_clinton,2024-09-01,12.0,0,6123.998310850736,76.6890451832907
milwaukee,2024-09-01,12.0,0,6123.998310850736,76.6890451832907
duluth,2024-09-01,12.0,0,6123.991488798939,76.66773231031543
nogales,2024-09-01,12.0,0,6123.991488798939,76.66773231031543
new_haven,2024-09-01,12.0,0,6123.984666754731,76.65174765558397
st._croix_island,2024-09-01,12.0,0,6123.9778447181225,76.63576300085252
sheboygan,2024-09-01,12.0,0,6123.9778447181225,76.63576300085252
binghamton,2024-09-01,12.0,0,6123.971022689125,76.61977834612105
gary,2024-09-01,12.0,0,6123.957378653906,76.59846547314578
chattanooga,2024-09-01,12.0,0,6123.957378653906,76.59846547314578
columbia,2024-09-01,12.0,0,6123.957378653906,76.59846547314578
sault_ste_marie,2024-09-01,12.0,0,6123.950556647696,76.57182438192667
farmingdale,2024-09-01,12.0,0,6123.950556647696,76.57182438192667
manchester,2024-09-01,12.0,0,6123.943734649097,76.5505115089514
daytona_beach,2024-09-01,12.0,0,6123.943734649097,76.5505115089514
fort_worth,2024-09-01,12.0,0,6123.936912658086,76.52387041773231
akron,2024-09-01,12.0,0,6123.936912658086,76.52387041773231
santa_ana,2024-09-01,12.0,0,6123.936912658086,76.52387041773231
dayton,2024-09-01,12.0,0,6123.930090674675,76.4919011082694
calexico,2024-09-01,12.0,0,6123.930090674675,76.4919011082694
saginlaw,2024-09-01,12.0,0,6123.930090674675,76.4919011082694
little_rock,2024-09-01,12.0,0,6123.9232686988635,76.47058823529412
houma,2024-09-01,12.0,0,6123.916446730663,76.45460358056266
fort_pierce,2024-09-01,12.0,0,6123.916446730663,76.45460358056266
niagara_falls,2024-09-01,12.0,0,6123.90962477005,76.42796248934356
morristown,2024-09-01,12.0,0,6123.90962477005,76.42796248934356
new_bedford,2024-09-01,12.0,0,6123.90962477005,76.42796248934356
port_angeles,2024-09-01,12.0,0,6123.902802817038,76.39066496163683
fort_collins,2024-09-01,12.0,0,6123.902802817038,76.39066496163683
louisville,2024-09-01,12.0,0,6123.902802817038,76.39066496163683
jackman,2024-09-01,12.0,0,6123.902802817038,76.39066496163683
st._thomas,2024-09-01,12.0,0,6123.8959808716245,76.3533674339301
ithaca,2024-09-01,12.0,0,6123.8959808716245,76.3533674339301
moline,2024-09-01,12.0,0,6123.8959808716245,76.3533674339301
watertown,2024-09-01,12.0,0,6123.889158933822,76.31606990622336
oroville,2024-09-01,12.0,0,6123.889158933822,76.31606990622336
imperial,2024-09-01,12.0,0,6123.889158933822,76.31606990622336
napa,2024-09-01,12.0,0,6123.889158933822,76.31606990622336
westhampton,2024-09-01,12.0,0,6123.882337003608,76.26811594202898
key_west,2024-09-01,12.0,0,6123.882337003608,76.26811594202898
st._augustine_airport,2024-09-01,12.0,0,6123.882337003608,76.26811594202898
birmingham,2024-09-01,12.0,0,6123.882337003608,76.26811594202898
groton,2024-09-01,12.0,0,6123.882337003608,76.26811594202898
lansing,2024-09-01,12.0,0,6123.875515080994,76.22016197783461
baton_rouge,2024-09-01,12.0,0,6123.875515080994,76.22016197783461
yakutat,2024-09-01,12.0,0,6123.875515080994,76.22016197783461
coeur_d'alene,2024-09-01,12.0,0,6123.875515080994,76.22016197783461
grand_forks,2024-09-01,12.0,0,6123.8686931659895,76.18286445012788
clarksburg,2024-09-01,12.0,0,6123.8686931659895,76.18286445012788
oklahoma_city,2024-09-01,12.0,0,6123.8686931659895,76.18286445012788
fort_wayne,2024-09-01,12.0,0,6123.861871258574,76.14556692242114
appleton,2024-09-01,12.0,0,6123.861871258574,76.14556692242114
plattsburgh,2024-09-01,12.0,0,6123.861871258574,76.14556692242114
worcester,2024-09-01,12.0,0,6123.861871258574,76.14556692242114
nantucket,2024-09-01,12.0,0,6123.855049358758,76.09761295822676
tulsa,2024-09-01,12.0,0,6123.855049358758,76.09761295822676
cocoa,2024-09-01,12.0,0,6123.855049358758,76.09761295822676
lexington,2024-09-01,12.0,0,6123.855049358758,76.09761295822676
weslaco,2024-09-01,12.0,0,6123.855049358758,76.09761295822676
kalamazoo,2024-09-01,12.0,0,6123.848227466542,76.0230179028133
galveston,2024-09-01,12.0,0,6123.848227466542,76.0230179028133
mesa,2024-09-01,12.0,0,6123.848227466542,76.0230179028133
jackson,2024-09-01,12.0,0,6123.848227466542,76.0230179028133
st._paul,2024-09-01,12.0,0,6123.848227466542,76.0230179028133
lakeland,2024-09-01,12.0,0,6123.848227466542,76.0230179028133
springfield,2024-09-01,12.0,0,6123.848227466542,76.0230179028133
brunswick,2024-09-01,12.0,0,6123.848227466542,76.0230179028133
kodiak,2024-09-01,12.0,0,6123.848227466542,76.0230179028133
winston-salem,2024-09-01,12.0,0,6123.841405581936,75.94842284739983
fairfield,2024-09-01,12.0,0,6123.841405581936,75.94842284739983
newport_news,2024-09-01,12.0,0,6123.841405581936,75.94842284739983
tacoma,2024-09-01,12.0,0,6123.841405581936,75.94842284739983
oxford,2024-09-01,12.0,0,6123.841405581936,75.94842284739983
sanford,2024-09-01,12.0,0,6123.834583704918,75.88448422847401
pasco,2024-09-01,12.0,0,6123.834583704918,75.88448422847401
tokeen,2024-09-01,12.0,0,6123.834583704918,75.88448422847401
yuma,2024-09-01,12.0,0,6123.834583704918,75.88448422847401
marathon,2024-09-01,12.0,0,6123.834583704918,75.88448422847401
rockford,2024-09-01,12.0,0,6123.834583704918,75.88448422847401
port_huron,2024-09-01,12.0,0,6123.834583704918,75.88448422847401
dover-cheswold,2024-09-01,12.0,0,6123.8277618355005,75.80988917306053
harlingen,2024-09-01,12.0,0,6123.8277618355005,75.80988917306053
trenton,2024-09-01,12.0,0,6123.8277618355005,75.80988917306053
scranton,2024-09-01,12.0,0,6123.8277618355005,75.80988917306053
saranac_lake,2024-09-01,12.0,0,6123.8277618355005,75.80988917306053
moses_lake,2024-09-01,12.0,0,6123.8277618355005,75.80988917306053
cutbank,2024-09-01,12.0,0,6123.8277618355005,75.80988917306053
bristol,2024-09-01,12.0,0,6123.820939973682,75.75127877237851
porthill,2024-09-01,12.0,0,6123.820939973682,75.75127877237851
georgetown,2024-09-01,12.0,0,6123.820939973682,75.75127877237851
mobile,2024-09-01,12.0,0,6123.820939973682,75.75127877237851
kenosha,2024-09-01,12.0,0,6123.814118119473,75.6926683716965
aiken,2024-09-01,12.0,0,6123.814118119473,75.6926683716965
guam,2024-09-01,12.0,0,6123.814118119473,75.6926683716965
champaign,2024-09-01,12.0,0,6123.814118119473,75.6926683716965
casper,2024-09-01,12.0,0,6123.814118119473,75.6926683716965
beverly,2024-09-01,12.0,0,6123.814118119473,75.6926683716965
sitka,2024-09-01,12.0,0,6123.814118119473,75.6926683716965
albuquerque,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
west_yellowstone,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
fernandina_beach,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
ponce,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
the_dallas,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
del_rio,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
toronto,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
sioux_city,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
burbank,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
broomfield,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
stratford,2024-09-01,12.0,0,6123.807296272854,75.59676044330776
presque_isle,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
baudette,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
corpus_christi,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
monterey,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
bismarck,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
manassas,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
pittsfield,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
charlottesville,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
leesburg,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
warroad,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
clinton,2024-09-01,12.0,0,6123.800474433834,75.47953964194375
westfield,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
edinburg,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
missoula,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
anacortes,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
bentonville,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
hyannis,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
vineyard_haven,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
belmar:farmingdale,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
idaho_falls,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
danbury,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
ogden,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
butte,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
juneau,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
hailey,2024-09-01,12.0,0,6123.793652602413,75.34633418584825
belmar,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
hilton_head_island,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
belleville,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
sault_ste._marie,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
syracuse,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
renton,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
east_hampton,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
highgate,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
lake_charles,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
chino,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
myrtle_beach,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
panama_city,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
frenchville,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
eagle_pass,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
el_centro,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
battle_creek,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
santa_barbara,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
gulfport,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
gulf_shores,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
houlton,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
ottawa,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
fort_dix,2024-09-01,12.0,0,6123.786830778603,75.15451832907077
vero_beach,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
fayetteville,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
chandler,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
calliano,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
crane_lake,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
paso_robles,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
fort_collins:lovelan,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
waukegan,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
massena,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
pellston,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
brainerd,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
burlington:mount_vernon,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
grand_marais,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
lubbock,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
ceiba,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
schenectady,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
scotia,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
youngstown,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
pinecreek,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
lorain-elyria,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
ogdensburg,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
shemya,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
long_beach,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
eastsound,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
tyler,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
ocala,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
martha's_vineyard,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
eastport,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
milano,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
charlotte_amalie,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
wenatchee,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
northway,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
traverse_city,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
concord,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
dunseith,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
richmond_heights,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
lawrence,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
la_verne,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
monroe,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
racine,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
hattiesburg:laurel,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
beaumont,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
latrobe,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
shreveport,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
lafayette,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
beaufort,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
lakehurst,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
reading,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
bar_harbor,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
rome,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
santa_fe,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
driggs,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
mountain_view,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
provo,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
greensboro:high_poin,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
helena,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
cedar_rapids,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
presidio,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
amarillo,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
mount_vernon,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
santa_rosa,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
kennesaw,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
newport,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
killeen,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
sagarai,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
toms_river,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
rifle,2024-09-01,12.0,0,6123.7800089623815,74.68030690537084
seattle,2024-11-01,12.0,0,6114.9586582372785,74.31798806479112
honolulu,2024-05-01,12.0,0,6100.459533628764,74.3073316283035
boston,2024-06-01,12.0,0,5984.441278676627,74.29667519181585
chicago,2024-07-01,12.0,0,5844.747648728101,74.28601875532821
newark,2024-07-01,12.0,0,5796.202710828221,74.27536231884058
seattle,2024-06-01,12.0,0,5757.960758569005,74.26470588235294
fort_lauderdale,2024-06-01,12.0,0,5721.636214003433,74.2540494458653
denver,2024-05-01,12.0,0,5592.661421768359,74.24339300937767
las_vegas,2024-06-01,12.0,0,5583.315332287027,74.23273657289002
phoenix,2024-11-01,12.0,0,5517.647132728448,74.2220801364024
denver,2024-11-01,12.0,0,5481.684370474916,74.21142369991475
agana,2024-11-01,12.0,0,5450.222583506901,74.20076726342711
detroit,2024-05-01,12.0,0,5446.860022356262,74.19011082693947
agana,2024-05-01,12.0,0,5445.088532678792,74.17945439045184
honolulu,2024-06-01,12.0,0,5389.10390108919,74.16879795396419
phoenix,2024-05-01,12.0,0,5353.426649352076,74.15814151747657
chicago,2024-08-01,12.0,0,5345.748140325305,74.14748508098891
detroit,2024-11-01,12.0,0,5322.831438461209,74.13682864450128
tampa,2024-11-01,12.0,0,5322.665413203077,74.12617220801364
minneapolis,2024-05-01,12.0,0,5316.040491530978,74.11551577152599
charlotte,2024-05-01,12.0,0,5315.087134873358,74.10485933503837
philadelphia,2024-05-01,12.0,0,5275.640920693869,74.09420289855072
minneapolis,2024-11-01,12.0,0,5243.84267822187,74.08354646206308
charlotte,2024-11-01,12.0,0,5216.621744538366,74.07289002557545
orlando,2024-07-01,12.0,0,5194.666016828714,74.06223358908781
philadelphia,2024-11-01,12.0,0,5189.281973249455,74.05157715260017
houston,2024-07-01,12.0,0,5187.940336221837,74.04092071611254
